smiles,emission
CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(C(OCC)=O)C=C6,560.0
CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(C(OCC)=O)C=C6,552.0
CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(C(OCC)=O)C=C6,585.0
CC1(C)C2=[N+]([B-](F)(F)N3C(C4=C2C=C5N4CC=C5)=CC=C3)C6=C1C=C(C(OCC)=O)C=C6,588.0
CN(C)C1=CC=C2C(C=C(C=CC(C(CCCCCCCC)=O)=C3)C3=C2)=C1,475.0
CN(C)C1=CC=C2C(C=C(C=CC(C(CCCCCCCC)=O)=C3)C3=C2)=C1,507.0
CN(C)C1=CC=C2C(C=C(C=CC(C(CCCCCCCC)=O)=C3)C3=C2)=C1,527.0
CN(C)C1=CC=C2C(C=C(C=CC(C(CCCCCCCC)=O)=C3)C3=C2)=C1,554.0
CN(C)C1=CC=C2C(C=C(C=CC(C(CCCCCCCC)=O)=C3)C3=C2)=C1,587.0
CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,400.0
CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,413.0
CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,435.0
CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,473.0
CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,502.0
CCCCN1C2=C(C=C(C3=CC=C(C=O)C=C3)C=C2)C4=C1C=CC(C5=CC=C(C=O)C=C5)=C4,508.0
CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,421.0
CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,449.0
CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,489.0
CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,534.0
CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,556.0
CCCCN(C1=C(C2(C)C)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,558.0
CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,461.0
CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,494.0
CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,532.0
CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,580.0
CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,600.0
CCCCN(C1=C(O2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,610.0
CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,429.0
CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,436.0
CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,452.0
CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,470.0
CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,482.0
CCCCN(C1=C(S2)C=C(C3=CC=C(C=O)C=C3)C=C1)C4=C2C=C(C5=CC=C(C=O)C=C5)C=C4,492.0
O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,542.0
O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,561.0
O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,570.0
O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,576.0
O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,579.0
O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,585.0
O=C(OCC)C1=CC(N2CCC2)=C(C(OCC)=O)C=C1N3CCC3,610.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC=C4)=C4S3)[B-](F)(F)O2)C=C1,450.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC=C4)=C4S3)[B-](F)(F)O2)C=C1,467.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC=C4)=C4S3)[B-](F)(F)O2)C=C1,469.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC=C4)=C4S3)[B-](F)(F)O2)C=C1,482.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC=C4)=C4S3)[B-](F)(F)O2)C=C1,486.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(Br)=C4)=C4S3)[B-](F)(F)O2)C=C1,450.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(Br)=C4)=C4S3)[B-](F)(F)O2)C=C1,467.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(Br)=C4)=C4S3)[B-](F)(F)O2)C=C1,469.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(Br)=C4)=C4S3)[B-](F)(F)O2)C=C1,482.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(Br)=C4)=C4S3)[B-](F)(F)O2)C=C1,486.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CC=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,457.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CC=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,473.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CC=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,475.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CC=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,487.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CC=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,491.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C(F)(F)F)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,459.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C(F)(F)F)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,475.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C(F)(F)F)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,479.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C(F)(F)F)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,490.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C(F)(F)F)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,493.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C#N)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,459.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C#N)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,475.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C#N)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,479.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C#N)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,490.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(C#N)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,493.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(OC)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,459.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(OC)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,473.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(OC)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,474.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(OC)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,485.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(OC)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,488.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(N(C)C)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,523.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(N(C)C)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,631.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(N(C)C)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,630.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(N(C)C)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,490.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=C(N(C)C)C=C4)=C5)=C5S3)[B-](F)(F)O2)C=C1,487.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CS4)=C5)=C5S3)[B-](F)(F)O2)C=C1,462.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CS4)=C5)=C5S3)[B-](F)(F)O2)C=C1,477.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CS4)=C5)=C5S3)[B-](F)(F)O2)C=C1,478.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CS4)=C5)=C5S3)[B-](F)(F)O2)C=C1,489.0
CN(C)C1=CC=C(C2=NC3=[N+](C(C=CC(C4=CC=CS4)=C5)=C5S3)[B-](F)(F)O2)C=C1,493.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],458.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],508.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],525.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],546.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],568.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],595.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],637.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],640.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],623.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],655.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],669.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],671.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],634.0
O=[N+](C1=CC=C(/C=C/N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)[O-],643.0
COC1=NC2(C(C#N)=C(N)OC3=C2C=CC=C3)C(C4=CC=C(N(C)C)C=C4)=C1C#N,491.0
NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC=C(N(C)C)C=C4)=C(C#N)C(OCC)=N3,491.0
NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC=C(N(C)C)C=C4)=C(C#N)C(OCCOCCOCCOC)=N3,491.0
NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC=C(N(C)C)C=C4)=C(C#N)C(OCCOCCOC)=N3,492.0
NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC=C(N(C)C)C=C4)=C(C#N)C(OCC(O)CO)=N3,491.0
NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC=C(N(C)C)C=C4)=C(C#N)C(NCCN)=N3,485.0
NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC=C(N(C)C)C=C4)=C(C#N)C(NCCO)=N3,485.0
COC1=NC2(C(C#N)=C(N)OC3=C2C4=C(C=CC=C4)C=C3)C(C5=CC=C(N(C)C)C=C5)=C1C#N,496.0
COC1=NC2(C(C#N)=C(N)OC3=C2C=CC=C3)C(C4=CC=C(C5=CC=C(N(C)C)C=C5)S4)=C1C#N,635.0
COC1=NC2(C(C#N)=C(N)OC3=C2C=CC=C3)C(C4=CC5=C(N(CCOCCOCCOC)C6=C(C=CC=C6)S5)C=C4)=C1C#N,634.0
NC(OC1=C2C=CC=C1)=C(C#N)C32C(C4=CC5=C(N(CCOCCOCCOC)C6=C(C=CC=C6)S5)C=C4)=C(C#N)C(NCCN)=N3,616.0
O=C(CC)C1=CC=C(C=C(N(C)C)C=C2)C2=C1,525.0
O=C(CC)C1=CC=C(C=C(N(C)C)C=C2)C2=C1,457.0
CN(C)C1=CC2=CC=C(C#C)C=C2C=C1,437.0
CN(C)C1=CC2=CC=C(C#C)C=C2C=C1,424.0
CN(C)C1=CC2=CC=C(C(C#CC3=NN(C(C)C)C4=C3C(N)=NC=N4)=O)C=C2C=C1,628.0
CN(C)C1=CC2=CC=C(C(C#CC3=NN(C(C)C)C4=C3C(N)=NC=N4)=O)C=C2C=C1,619.0
CN(C)C1=CC2=CC=C(C(CCC3=NN(C(C)C)C4=C3C(N)=NC=N4)=O)C=C2C=C1,528.0
CN(C)C1=CC2=CC=C(C(CCC3=NN(C(C)C)C4=C3C(N)=NC=N4)=O)C=C2C=C1,475.0
CN(C)C1=CC2=CC=C(C#CC3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,523.0
CN(C)C1=CC2=CC=C(C#CC3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,456.0
CN(C)C1=CC2=CC=C(/C=C/C3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,599.0
CN(C)C1=CC2=CC=C(/C=C/C3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,500.0
CN(C)C1=CC2=CC=C(CCC3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,433.0
CN(C)C1=CC2=CC=C(CCC3=NN(C(C)C)C4=C3C(N)=NC=N4)C=C2C=C1,417.0
O=CC1=C2C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C(C5=CC=CC=C5)=C(C6=CC=CC=C6)N2C7=C1C=CC=C7,538.0
O=CC1=C2C(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)C(C5=CC=C(OC)C=C5)=C(C6=CC=C(OC)C=C6)N2C7=C1C=CC=C7,537.0
O=CC1=C2C(C3=CC=C(C)C=C3)=C(C4=CC=C(C)C=C4)C(C5=CC=C(C)C=C5)=C(C6=CC=C(C)C=C6)N2C7=C1C=CC=C7,544.0
O=CC1=C2C(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)C(C5=CC=C(OC)C=C5)=C(C6=CC=C(OC)C=C6)N2C7=C1C=C(Br)C=C7,533.0
O=CC1=C2C(C3=CC=C(C)C=C3)=C(C4=CC=C(C)C=C4)C(C5=CC=C(C)C=C5)=C(C6=CC=C(C)C=C6)N2C7=C1C=C(Br)C=C7,536.0
O=CC1=C2N(C(C3=CC=CC=C3)=C(C(C4=CC=CC=C4)=C2C5=CC=CC=C5)C6=CC=CC=C6)C7=C1C=C(OC)C=C7,535.0
O=CC1=C2C(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)C(C5=CC=C(OC)C=C5)=C(C6=CC=C(OC)C=C6)N2C7=C1C=C(OC)C=C7,535.0
O=CC1=C2C(C3=CC=C(C)C=C3)=C(C4=CC=C(C)C=C4)C(C5=CC=C(C)C=C5)=C(C6=CC=C(C)C=C6)N2C7=C1C=C(OC)C=C7,538.0
O=C(C)C1=C2N(C(C3=CC=CC=C3)=C(C(C4=CC=CC=C4)=C2C5=CC=CC=C5)C6=CC=CC=C6)C7=C1C=CC=C7,585.0
O=C(C)C1=C2C(C3=CC=C(OC)C=C3)=C(C4=CC=C(OC)C=C4)C(C5=CC=C(OC)C=C5)=C(C6=CC=C(OC)C=C6)N2C7=C1C=CC=C7,584.0
O=C(C)C1=C2C(C3=CC=C(C)C=C3)=C(C4=CC=C(C)C=C4)C(C5=CC=C(C)C=C5)=C(C6=CC=C(C)C=C6)N2C7=C1C=CC=C7,588.0
O=CC1=C2N(C(C3=CC=CC=C3)=C(C(C4=CC=CC=C4)=C2C5=CC=CC=C5)C6=CC=CC=C6)C7=C1C=C(OCC8=CC=CC=C8)C=C7,560.0
O=CC1=C2N(C(CC)=C(C(CC)=C2CC)CC)C3=C1C=CC=C3,483.0
O=CC1=C2N(C(CC)=C(C(CC)=C2CC)CC)C3=C1C=C(Br)C=C3,478.0
O=CC1=C2N(C(CCC)=C(C(CCC)=C2CCC)CCC)C3=C1C=CC=C3,484.0
O=CC1=C2N(C(CCC)=C(C(CCC)=C2CCC)CCC)C3=C1C=C(Br)C=C3,480.0
O=CC1=C2N(C(CCC)=C(C(CCC)=C2CCC)CCC)C3=C1C=C(OC)C=C3,485.0
O=C1N(CCOCCOCCOC)C(C2=CC=C(OC)C=C2)=C3C1=C(C4=CC=C(OC)C=C4)N(CCOCCOCCOC)C3=O,527.0
O=C1N(CCOCCOCCOC)C(C2=CC=NC=C2)=C3C1=C(C4=CC=NC=C4)N(CCOCCOCCOC)C3=O,537.0
O=C1N(CCOCCOCCOC)C(C2=CC=NC=C2)=C3C1=C(C4=CC=NC=C4)NC3=O,536.0
O=C1N(CCOCCOC)C(C2=CC=C(/C=C/C3=CC(OCCOCCOCCOC)=C(OCCOCCOCCOC)C(OCCOCCOCCOC)=C3)C=C2)=C4C1=C(C5=CC=C(/C=C/C6=CC(OCCOCCOCCOC)=C(OCCOCCOCCOC)C(OCCOCCOCCOC)=C6)C=C5)N(CCOCCOC)C4=O,572.0
O=C1N(CCOCCOC)C(C2=CC=C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C=C2)=C6C1=C(C7=CC=C(/C=C/C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)C=C7)N(CCOCCOC)C6=O,630.0
BrC1=CN(C(C=C1)=N/2)[B-](OC)(OC)[N+]2=C(C)\C,492.0
BrC1=CN(C(C=C1)=N/2)[B-](OC)(OC)[N+]2=C(C)\C,497.0
BrC1=CN(C(C=C1)=N/2)[B-](OC)(OC)[N+]2=C(C)\C,504.0
BrC1=CN(C(C=C1)=N/2)[B-](OC)(OC)[N+]2=C(C)\C,501.0
F[B-]1(F)N2C=C(Br)C=CC2=N/[N+]1=C(C)\C,491.0
F[B-]1(F)N2C=C(Br)C=CC2=N/[N+]1=C(C)\C,497.0
F[B-]1(F)N2C=C(Br)C=CC2=N/[N+]1=C(C)\C,504.0
F[B-]1(F)N2C=C(Br)C=CC2=N/[N+]1=C(C)\C,500.0
O=[N+](C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],488.0
O=[N+](C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],495.0
O=[N+](C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],528.0
O=[N+](C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],565.0
O=[N+](C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],566.0
O=[N+](C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],623.0
O=[N+](C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],653.0
O=[N+](C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],685.0
N#C/C(C#N)=C/C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3,500.0
N#C/C(C#N)=C/C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3,505.0
N#C/C(C#N)=C/C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3,554.0
N#C/C(C#N)=C/C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3,603.0
N#C/C(C#N)=C/C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3,615.0
N#C/C(C#N)=C/C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3,644.0
N#C/C(C#N)=C/C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3,675.0
N#C/C(C#N)=C/C(C=C1)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3,682.0
O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],491.0
O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],499.0
O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],551.0
O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],594.0
O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],597.0
O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],643.0
O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],682.0
O=[N+](C(C=C1C#N)=CC=C1/C=C/C(S2)=CC=C2C3=CC4=CC=CC=C4S3)[O-],694.0
COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,417.0
C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,502.0
COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,430.0
COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,429.0
C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,519.0
COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,450.0
COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,441.0
C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,512.0
C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,462.0
COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,390.0
C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,448.0
COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,399.0
COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,411.0
C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,451.0
COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,418.0
COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,425.0
C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,460.0
C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,410.0
COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,400.0
C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,466.0
COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,410.0
COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,424.0
C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,480.0
COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,434.0
COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,434.0
C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,479.0
C12=CC=CC=C1C=CC(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,430.0
COC(C=C1)=CC=C1/C=C/C2=NC3=CC=CC=C3C=C2,402.0
C12=CC=CC=C1C=CC(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=N2,471.0
COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=NC4=CC=CC=C4C=C3,412.0
COC(C=C1)=CC=C1/C=C/C2=CC=NC3=CC=CC=C32,425.0
C12=CC=CC=C1C(/C=C/C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=CC=N2,487.0
COC1=CC(C=C2)=C(C=C1)C=C2/C=C/C3=CC=NC4=CC=CC=C43,430.0
COC(C=C1)=CC=C1/C=C/C2=C3C(C=CC=C3)=CC=N2,438.0
C1(/C=C/C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=NC=CC5=C1C=CC=C5,480.0
